id,title,year,duration,description,rating,genres,cast,studio,poster_path
1000168,The Hunger Games: Catching Fire,2013.0,146.0,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",3.8,Action|Adventure|Science Fiction,"Afemo Omilami, Alan Ritchson, Amanda Plummer, Bobby Jordan, Brooke Bundy, Bruno Gunn, Daniel Bernhardt, Deena Beasley, Donald Sutherland, E. Roger Mitchell, Elena Sanchez, Elizabeth Banks, Erika Bierman, Franco Castan, Jack Quaid, Jackson Spidell, James Logan, James Sutton, Jared Allman, Jeffrey Wright, Jena Malone, Jennifer Lawrence, Jill Jane Clements, John Casino, Josh Hutcherson, Judd Lormand, Justin Hix, Kimberley Drummond, Laura Avnaim, Lenny Kravitz, Leon Lamar, Liam Hemsworth, Lynn Cohen, Mandy Neuhaus, Maria Howell, Marian Green, Megan Hayes, Meta Golding, Moses J. Moseley, Nelson Ascencio, Nickolas Wolf, Noëlle Renée Bercy, Patrick St. Esprit, Paula Malcomson, Philip Seymour Hoffman, Ravi Naidu, Sam Claflin, Sandra Ellis Lafferty, Stanley Tucci, Stef Dawson, Stephanie Leigh Schlund, Taylor St. Clair, Toby Jones, Wilbur Fitzgerald, Willow Shields, Woody Harrelson",Color Force|Lionsgate,data/posters\1000168.jpg
1000169,Harry Potter and the Goblet of Fire,2005.0,157.0,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",3.81,Adventure|Fantasy,"Adrian Rawlins, Afshan Azad, Alan Rickman, Alan Watts, Alex Palmer, Alfred Enoch, Angelica Mandy, Anne Lacy, Ashley Artus, Bonnie Wright, Brendan Gleeson, Campbell Graham, Charlotte Skeoch, Christopher Whittingham, Clémence Poésy, Daniel Radcliffe, David Bradley, David Sterne, David Tennant, Devon Murray, Emma Watson, Eric Sykes, Flip Webster, Frances de la Tour, Gary Oldman, Geraldine Somerville, Henry Lloyd-Hughes, James Phelps, Jamie Waylett, Jarvis Cocker, Jason Buckle, Jason Isaacs, Jeff Rawle, Jonny Greenwood, Josh Herdman, Katie Leung, Liam McKenna, Louis Doyle, Maggie Smith, Margery Mason, Mark Williams, Matthew Lewis, Michael Gambon, Miranda Richardson, Oliver Phelps, Olivia Higginbottom, Paschal Friel, Philip Rham, Philip Selway, Predrag Bjelac, Ralph Fiennes, Richard Rosson, Robbie Coltrane, Robert Hardy, Robert Pattinson, Robert Wilfort, Roger Lloyd Pack, Rupert Grint, Shefali Chowdhury, Sheila Allen, Shirley Henderson, Stanislav Yanevski, Steve Claydon, Steve Mackey, Su Elliot, Tiana Benjamin, Timothy Spall, Tolga Safer, Tom Felton, Warwick Davis, William Melling",Heyday Films|Patalex IV Productions Limited|Warner Bros. Pictures,data/posters\1000169.jpg
1000170,Batman Begins,2005.0,140.0,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",3.8,Action|Crime|Drama,"Adam Kirley, Alex Moggridge, Alexandra Bastedo, Andrew Pleavin, Catherine Porter, Cedric Young, Charles Edwards, Charlie Kranz, Chike Chan, Christian Bale, Christine Adams, Cillian Murphy, Colin McFarlane, Conn Horgan, Darragh Kelly, Dave Legeno, David Bedella, David Murray, Dean Alexandrou, Dominic Burgess, Earlene Bentley, Emily Steven-Daly, Emma Lockhart, Emmanuel Idowu, Fabio Cardascia, Flavia Masetto, Gary Oldman, Gerard Murphy, Grant Guirey, Gus Lewis, Hayden Nickel, Ilyssa Fradin, Jack Gleeson, Jamie Cho, Jay Buozzi, Jeff Christian, Jeff Tanner, Jeremy Theobald, Jo Martin, Joe Hanley, Joe Sargent, Joey Ansah, John Burke, John Judd, John Kazek, John Nolan, Jonathan D. Ellis, Jonathan Patrick Foo, Jordan Shaw, Joseph Rye, Karen David, Karl Shiels, Katie Holmes, Ken Watanabe, Khan Bonfils, Kieran Hurley, Kwaku Ankomah, Larry Holden, Leon Delroy Williams, Liam Neeson, Linus Roache, Lucy Russell, Mark Boone Junior, Mark Chiu, Mark Rhino Smith, Mark Straker, Mark Strange, Martin McDougall, Matt Miller, Mel Taylor, Michael Caine, Morgan Freeman, Nadia Cameron-Blakey, Noah Lee Margetts, Omar Mostafa, Patrick Nolan, Patrick Pond, Phill Curr, Poppy Tierney, Rade Šerbedžija, Richard Brake, Richard Laing, Rick Avery, Risteard Cooper, Rodney Ryan, Roger Griffiths, Roger Yuan, Ronan Leahy, Rory Campbell, Ruben Halse, Rutger Hauer, Sara Stewart, Sarah Wateridge, Shane Rimmer, Soo Hee Ding, Spencer Wilding, Stephen Walters, Stuart Yung Sai-Kit, T.J. Ramini, Tamer Hassan, Tenzin Clive Ball, Tenzin Gyurme, Terry McMahon, Tim Booth, Timothy Deenihan, Tom Nolan, Tom Wilkinson, Tom Wu, Turbo Kong, Vincent Wong",DC Comics|Legendary Pictures|Patalex III Productions Limited|Syncopy|Warner Bros. Pictures,data/posters\1000170.jpg
1000171,Star Wars: The Force Awakens,2015.0,136.0,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",3.31,Action|Adventure|Science Fiction,"Aaron Kennedy, Adam Driver, Adrian Allan, Adrian Derrick-Palmer, Aidan Knight, Alan Chimes, Alec Guinness, Andrei Lenart, Andrew Jack, Andy Serkis, Andy Sweet, Anna Brewster, Anthony Daniels, Arti Shah, Ashley Ward, Ben Schwartz, Benito Sovrano, Benjayx Murphy, Bill Kipsang Rotich, Billie Lourd, Billy James Machin, Brian Herring, Brian Vernel, Cailey Fleming, Calvin Chen, Cameron Edwards, Caroline Garnell, Carrie Fisher, Catherine Taber, Cavin Cornwall, Cecep Arif Rahman, Charlie Akin, Charlie Nevett, Chris Geden, Chris Hastings, Clare Glass, Claudia Sermbezis, Clem So, Crystal Clarke, D.C. Barns, Daisy Ridley, Daniel Adjei, Daniel Craig, Dave Chapman, David Acord, David M. Santana, David McCarrison, David Norfolk, David W. Collins, Devon Libran, Dixie Arnold, Domhnall Gleeson, Elroy Powell, Emun Elliott, Erik Bauersfeld, Ewan McGregor, Francesca Longrigg, Frank Oz, Frank Stone, François Sternkiker, Fred Tatasciore, Gary Hailes, Gerald W. Abrams, Gillian Pittaway, Gloria García, Greg Grunberg, Gwendoline Christie, Hamza Malik, Hannah Blamires, Hannah John-Kamen, Harriet Walter, Harrison Ford, Ian Whyte, Iko Uwais, Jack Laskey, James Arnold Taylor, James McArdle, Jamie B. Chambers, Jamie Clay, Jason Nicholls, Jasper Skinner, Jay Rincon, Jefferson Hall, Jeffery Kissoon, Jesse Michael Fullington, Jessica Henwick, Jim McGrath, Jimmy Vee, Joe Cash, John Boyega, Joonas Suotamo, Jorge Leon Martinez, Joshua Ásberg, Judah Friedlander, Julia Leyland, Julio Romeo, Karen Huie, Karol Steele, Kat Sheridan, Kate Fleetwood, Keith De'Winter, Kelsey Edwards, Kelvin Hewlett, Ken Leung, Kenny-Lee Mbanefo, Kevin Hudson, Kiran Shah, Leanne Best, Leigh Holland, Lukas Landau, Lupita Nyong'o, Maisie Richardson-Sellers, Marc Rolfe, Marina Hayter, Mark Dodson, Mark Hamill, Mark Stanley, Matthew Hobbs, Matthew Wood, Max von Sydow, Meredith Salenger, Michael Donovan, Michael Giacchino, Mike Quinn, Miltos Yerolemou, Morgan Dameron, Nathalie Cuzner, Nathan Plant, Nigel Godrich, Orly Schuchmacher, Oscar Isaac, Pablo Verdejo, Patrick Correll, Paul Biddiss, Paul Kasey, Paul Warren, Peter Mayhew, Peter Theobalds, Phil Hodges, Philicia Saunders, Phoenix James, Pip Andersen, Pip Torrens, Raymond Mamrak, Richard Riddell, Rimmel Daniel, Robert Stambler, Robert Strange, Rocky Marshall, Rony Bridges, Rowan Cox, Salo Gardner, Sam Witwer, Samantha Alleyne, Sandeep Mohan, Sandy Kate Slade, Sanj Krishnan, Sasha Frost, Sebastian Armesto, Simon Pegg, Stefan Grube, Stephanie Silva, Steven James Griffiths, Stuart Budd, Tatsujiro Oto, Terry Noble, Thomas Brodie-Sangster, Tim Hammersley, Tim Rose, Tobias James-Samuels, Tom Edden, Tom Kane, Topo Wresniwiro, Tosin Cole, Verona Blue, Versha Grant, Victor McGuire, Warwick Davis, Yang Liang, Yayan Ruhian, Zander James",Bad Robot|Lucasfilm Ltd.,data/posters\1000171.jpg
1000172,Harry Potter and the Chamber of Secrets,2002.0,161.0,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",3.59,Adventure|Fantasy,"Alan Rickman, Alfred Burke, Alfred Enoch, Ana Mulvoy Ten, Ben Borowiecki, Bonnie Wright, Brendan Columbus, Charlotte Skeoch, Chris Rankin, Christian Coulson, Daisy Bates, Daniel Radcliffe, Danielle Tabor, David Bradley, David Churchyard, David Holmes, David Massam, David Tysall, Devon Murray, Edward Randell, Edward Tudor-Pole, Eleanor Columbus, Emily Dale, Emma Watson, Fiona Shaw, Gemma Jones, Gemma Padley, Harry Melling, Harry Taylor, Heather Bleasdale, Helen Stuart, Hugh Mitchell, Isabella Columbus, James Phelps, Jamie Waylett, Jamie Yeates, Jason Isaacs, Jenny Tarren, Jim Norton, John Cleese, Josh Herdman, Julian Glover, Julie Walters, Kenneth Branagh, Les Bubb, Leslie Phillips, Louis Doyle, Luke Youngblood, Maggie Smith, Mark Williams, Martin Bayfield, Matthew Lewis, Miriam Margolyes, Oliver Phelps, Peter O'Farrell, Peter Taylor, Richard Griffiths, Richard Harris, Robbie Coltrane, Robert Ayres, Robert Hardy, Rochelle Douglas, Rupert Grint, Sally Mortemore, Scot Fearn, Sean Biggerstaff, Shirley Henderson, Toby Jones, Tom Felton, Tom Knight, Tony Christian, Veronica Clifford, Violet Columbus, Warwick Davis, Zoe Sugg",1492 Pictures|Heyday Films|Warner Bros. Pictures,data/posters\1000172.jpg
1000173,The Prestige,2006.0,130.0,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",4.23,Drama|Mystery|Science Fiction,"Andy Serkis, Anthony De Marco, Brian Tahash, Chao Li Chi, Chris Cleveland, Christian Bale, Christopher Neame, Daniel Davis, David Bowie, Edward Hibbert, Enn Reitel, Erin Cipolletti, Ezra Buzzington, Gary Sievers, Hugh Jackman, Inna Swann, James Lancaster, James Otis, Jamie Harris, Jim Piddock, Jodi Bianca Wise, John B. Crye, Johnny Liska, Kevin Will, Mark Ryan, Michael Caine, Monty Stuart, Piper Perabo, Rebecca Hall, Ricky Jay, Robert W. Arbogast, Rock Anthony, Roger Rees, Ron Perkins, Russ Fega, Sam Menning, Samantha Mahurin, Scarlett Johansson, Tim Pilleri, William Morgan Sheppard",Newmarket Films|Syncopy|Touchstone Pictures|Warner Bros. Pictures,data/posters\1000173.jpg
1000174,Psycho,1960.0,109.0,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",4.32,Horror|Mystery|Thriller,"Alfred Hitchcock, Anthony Perkins, Fletcher Allen, Francis De Sales, Frank Albertson, Frank Killmond, Fred Scheiwiller, George Dockstader, George Eldredge, Hans Moebus, Harper Flaherty, Helen Wallace, Janet Leigh, Jeanette Nolan, John Anderson, John Gavin, John McIntire, Kit Carson, Lee Kass, Lillian O'Malley, Lurene Tuttle, Martin Balsam, Mort Mills, Pat McCaffrie, Patricia Hitchcock, Paul Jasmin, Robert Osborne, Sam Flint, Simon Oakland, Ted Knight, Vaughn Taylor, Vera Miles, Virginia Gregg, Walter Bacon",Shamley Productions,data/posters\1000174.jpg
1000175,The Witch,2015.0,92.0,"In 1630s New England, William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness, exiled from their settlement when William defies the local church. When their newborn son vanishes and crops mysteriously fail, the family turns on one another.",3.84,Drama|Horror|Mystery,"Andy Volpe, Annawon Weeden, Anya Taylor-Joy, Athan Conrad Dube, Axtun Henry Dube, Bathsheba Garnett, Bill Rudder, Brandy Leary, Carrie Eklund, Chris Messier, Corrine Manning, Daniel Malik, Ellie Grainger, Grace Duffy, Harvey Scrimshaw, Heather Huntington Stewart, Jeff Smith, Julian Richings, Karen Kaeja, Kate Dickie, Lucas Dawson, Madlen Sopadzhiyan, Mark Millmna, Michael O'Hare, Nora Messier, Paul Kenworthy, Phillip Wynne, R. Hope Terry, Ralph Ineson, Ron Young, Sarah Stephens, Sophie Bermudez, Vivien Moore",Code Red Productions|Maiden Voyage Pictures|Mott Street Pictures|Parts & Labor|Pulse Films|RT Features|Rooks Nest Entertainment|Scythia Films|Very Special Projects,data/posters\1000175.jpg
1000176,Captain America: The Winter Soldier,2014.0,136.0,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",3.71,Action|Adventure|Science Fiction,"Aaron Himelstein, Aaron Taylor-Johnson, Abigail Marlowe, Adetokumboh M'Cormack, Alan Dale, Allan Chanes, Andy Martinez, Jr., Angela Russo-Otstot, Ann Russo, Anne Grimenstein, Anthony Mackie, Bernard White, Bernie Zilinskas, Branka Katić, Brian Duffy, Callan Mulvey, Chad Todhunter, Charles Wittman, Chin Han, Chris Evans, Christopher George Sarris, Christopher Markus, Cobie Smulders, D.C. Pierson, Danny Pudi, Dante Rosalina, Dean Barlage, Derek Hughes, Dominic Rains, Ed Brubaker, Eddie J. Fernandez, Elizabeth Olsen, Emerson Brooks, Emily VanCamp, Ethan Rains, Evan Parke, Frank Grillo, Garry Shandling, Gary Sinise, Georges St-Pierre, Griffin M. Allen, Hayley Atwell, Henry Goodman, Jenny Agutter, Jeremy Maxwell, Jody Hart, Joe Rosalina, Joe Russo, Joel Thingvall, Jon Sklaroff, Joss Whedon, June Christopher, Maximiliano Hernández, Michael De Geus, Michael Debeljak, Nestor Serrano, Pat Healy, Ricardo Chacon, Robert Clotworthy, Robert Redford, Salvator Xuereb, Samuel L. Jackson, Scarlett Johansson, Sebastian Stan, Stan Lee, Stephen McFeely, Steven Culp, Terence O'Rourke, Thomas Kretschmann, Toby Jones, Wendy Hoopes, Zack Duhame",Marvel Studios,data/posters\1000176.jpg
1000177,Bohemian Rhapsody,2018.0,135.0,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",3.42,Drama|Music,"Aaron McCusker, Ace Bhatti, Adam James Johnston, Adam Lambert, Adam Lazarus, Adam Rauf, Aidan Gillen, Allen Leech, Andreea Helen David, Andrew Bowerman, Ben Hardy, Brian May, Bruce Mackinnon, Dermot Murphy, Devlin Lloyd, Dickie Beau, Drew P., Felipe Bejarano, Freddie Mercury, Garry Summers, Gwilym Lee, Haf Gibson, Honor Hellon, Ian Gabriel Dumdum, Ian Jareth Williamson, Jack Roth, James MacLaren, James Wallace, Jason Lines, Jess Radomska, Johanna Thea, John Deacon, John Ottman, Joseph Mazzello, Joshua Higgott, Katherine Newman, Kieran Hardcastle, Leila Crerar, Lucy Boynton, Martin Oelbermann, Matt Greenwood, Matthew Fredricks, Matthew Houston, Max Bennett, Meneka Das, Michelle Duncan, Mike Myers, Neil Fox-Roberts, Pat Lally, Peter Howe, Philip Andrew, Priya Blackburn, Rami Malek, Roger Taylor, Ross Green, Rosy Benjamin, Royce Cronin, Scott Morrison Watson, Stefan Kopiecki, Tim Plester, Tom Hollander, William Owen",20th Century Fox|GK Films|Regency Enterprises|TSG Entertainment,data/posters\1000177.jpg
1000178,The Lion King,1994.0,89.0,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",4.22,Animation|Drama|Family,"Brian Tochi, Cathy Cavadini, Cheech Marin, Daamen J. Krall, David J. Randolph, David McCharen, Ernie Sabella, Frank Welker, James Earl Jones, Jeremy Irons, Jim Cummings, Jonathan Taylor Thomas, Judi M. Durand, Madge Sinclair, Mary Linda Phillips, Matthew Broderick, Moira Kelly, Nathan Lane, Niketa Calame-Harris, Phil Proctor, Robert Guillaume, Rowan Atkinson, Whoopi Goldberg, Zoe Leader",Walt Disney Feature Animation|Walt Disney Pictures,data/posters\1000178.jpg
1000179,The French Dispatch,2021.0,108.0,"The staff of a European publication decides to publish a memorial edition highlighting the three best stories from the last decade: an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",3.68,Comedy|Drama,"Abdel Nour Bouaza, Adrien Brault, Adrien Brody, Adrien Hans, Adrien Yeung, Adèle Herisson, Akim Bahnas, Alban Ploix, Alex Chadeffaud, Alex Lawther, Alexandre Steiger, Alexis Vignaud, Alfie Flight, Alice Sarrauste, Alix Champy, André Coussy, Angus Henderson, Anjelica Bette Fellini, Anjelica Huston, Anna Budanova, Anthony Poupart, Antoine Bourgeais, Antoine Foo Cheung, Antoine Jové, Antonia Desplat, Antonio Da Silva, Antonio Terroso, Armand Pierdon, Arthur Dalle, Arthur Guillebaud, Audrey Chemin, Basile Vinueas, Benicio del Toro, Benjamin Lavernhe, Benoit Nacaud, Bernard Richefort, Bertille Rondard, Bill Murray, Bob Balaban, Boris Zanni, Briac Aubin, Bruno Delbonnel, Bruno Torres, Bérénice Bernard, Calvin Williams, Carlotta Costanzi, Charles Audry, Charlie Defraine, Charlie Rosser, Christelle Grelier, Christian 'Kiki' Delpey, Christian Cordoba, Christoph Waltz, Claude Gaume, Coline Peron, Constance Prost, Constantin Rytz, Cyril Morandiere, Cyril Sierk, Cécile de France, Cécilia Anseeuw, Côme Loury, Damien Bonnard, Damien Nadaud, David Robles, Delphine Landrieau, Denis Havard, Denis Ménochet, Didier Da Costa, Djemal Saidoun, Domingos Enrico, Dominique Barrier, Dominique Donnary, Duc Minh, Edward Norton, Elie Mazalrey, Eliel Ford, Elisabeth Moss, Elliot Lienard, Emeline Penet, Emilien Wiss, Eric Garaud, Erick Dues, Eutrope Roger, Evelyne Chapeau, Fabien Marcadet, Fanny Rebuffic, Fanny Taccoen, Felicien Marais, Fisher Stevens, Florian Salasse, Florine Paulius, Frances McDormand, Francois Boussiron, Francois Foo Cheung, François-Pierre Fol, Félix Bouin, Félix Moati, Gabriel Mesnard, Gabriel Ryan, Gaelle Puimaly, Gauthier Rigaud Perut, Gaëtan Billères, Genevieve Brillet, George Smith Burgess, Gilbert Papponnaud, Gilberto Fallat Valle, Gilles Frougier, Gilles Gaston-Dreyfus, Gilles Gauthier, Gilles Verdegay, Gontran Bisserier, Gregory Sacriste, Griffin Dunne, Grégoire Leprince-Ringuet, Grégory Trouvé, Guillaume Ferrant, Guillaume Gallienne, Guillaume Laverdant, Guillaume Mailland, Gérard Merle, Halbo Kool, Hassane Haimoud, Henry Winkler, Hippolyte Girardot, Hugo Bony, Hugo Fontaine, Hugo Leonard, Ida Fermaud, Igor Secherre, Jacky Souchet, Jacky Vallantin, Jacques Fauvel, Jacques Grattepanch, Jake Gorridge, Jarvis Cocker, Jason Schwartzman, Jean Bourdet, Jean Delabre, Jean Jacques Peyraud, Jean Marie Camps, Jean Pierre Grasset, Jean-Benoit Pinot, Jean-Claude Audouin, Jean-Claude Loulmet, Jean-Louis Verdier, Jean-Michel Audoual, Jean-Pierre Chabernaud, Jean-Pierre Coudert, Jeffrey Wright, Jerome Caminotti, Jonathan Herbon, Juliane Fath, Julie Gervaos, Julien Lecat, Julies Desrosiers, Juliette Raffray, Jérémy Martincourt, Karim Youssouf, Krishna Bagadiya, Kublah Diezi, Kylian Freslon, Landry Marinette, Larry Pine, Laura Studden, Laureen Perrocheau, Laurent Bauer, Laurent Pizzolato, Leo Jennings, Lhoussine Chinkir, Liev Schreiber, Lily Taïeb, Lionel Lassuderie, Lise Cordellier, Loic Baxas, Lois Smith, Lola Degove, Lou Lampros, Lou Salomé Brizard, Louis Blanchard, Louis Changeur, Louise Laveuve, Lubna Playoust, Luc Louis, Lucas Bascans, Lucas Nativel, Lyna Khoudri, Léa Seydoux, Léo Gack, Malik Tati, Mallaury Reby Perrocheau, Manon Taccoli, Manon Talandier, Marc Tournier, Marceau Jarrossay, Marie Derambure, Marie Lucie Parisot, Marti Torrens, Martin Frappier, Mathieu Amalric, Mathieu Grattard, Mathys Raynaud, Mathéo Sallat Desvard, Matisse Croizard-Niveau, Matéo Salanave, Maud Brethenoux, Mauricette Coudivat, Mauricette Genon, Meermout Didier, Mehdy Hassani, Michael Didier, Milo Bancarel, Mohamed Belhadjine, Monique Lapeyre, Morgan Lorca, Morgane Polanski, Munik Neth, Nahel Bahnas, Natal Koli, Nathan Mazeau, Nathanael Marfin, Nick Croucher, Nicolas Avinée, Nicolas Pasciani, Nicolas Saada, Nisrine Mofaraj, Noé Richefeux, Noël Wojcik, Odile Fougère, Olivier Lecossois, Orguiene Corniere, Owen Nsimba Soba, Owen Wilson, Pablo Pauly, Pascal Battelier, Pascal Champareau, Pascal Lefort, Patricia Richefort, Patrick Brousse, Patrick Morcelli, Paul Lafon, Paul Raymond, Paula Kvasnikoff, Pauline Chadanson, Pedro Firmino Cunha Da Souza, Philippe Pelletier, Philippe Peyraud, Philippe Szezepanski, Pierre Aloui, Pierre Cantaral, Pierre Lamoureux, Pierre-Yves Martron, Polina Glangetat, Quentin Fournier, Quentin Ledru, Quentin Veillon, Rachel Guerineau, Rachel Merabet Hrdy, Raphael Bancarel, Raphael Coutant, Raphael Delage, Raphael Dias, Raphael Gallego, Raphael Lagrue, Raynald Caraguel, Robert Rabouin, Rodolphe Pauly, Romuald Cormeunier, Rudy Chaperon, Rupert Friend, Rémi Larcher, Sacha Seguin, Sally Bruice, Salomé Lesaffre, Sam Haygarth, Sam Poupart, Samuel Amblard, Samuel Blenkin, Samuel Montgomery, Samy Guerry Ghindri, Sandro Kopp, Saoirse Ronan, Sara Lacroix, Sean Delaunay, Sharif Andoura, Simon Ecary, Simon Malyon, Sophie Fougère, Stephen Martin, Steve Park, Stéphane Bak, Stéphane Le Bras, Sybil Marzin, Sébastien Guignard, Tahnee Peterson Stuart, Thibault Descamps, Thierry Gonzalez, Thomas Poirson, Thy-Lane Monnet, Théo Fibaque, Théo Hollando Sigot, Théo Malet, Théo Navas, Tiago Allaire, Tiburce Oger, Tilda Swinton, Timothée Chalamet, Titouan Maret, Toheeb Jimoh, Tom Grandadam, Tom Hudson, Tony Revolori, Vallier Vaudin, Victor Chevalarias, Victor Nicolas, Victor Piechaud, Victorien Belly, Vincent Griere, Wallace Wolodarsky, Willem Dafoe, Willem Rompen, Winsen Ait Hellal, Xavier Dupin, Yann Hedan, Yannick Begoin, Yannik Mazzilli, Yoann Gaillard, Yves Gaillard, Zoé Delisle, Émile Pélissier, Émilie Tronche",American Empirical Pictures|Indian Paintbrush|Searchlight Pictures,data/posters\1000179.jpg
1000180,Amélie,2001.0,122.0,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",4.17,Comedy|Romance,"Alain Floret, Amaury Babault, André Dussollier, Andrée Damant, Armelle, Artus de Penguern, Audrey Tautou, Charles-Roger Bour, Christiane Bopp, Claire Maurier, Claude Perron, Clotilde Mollet, Clément Chebli, Dean Baykan, Dominique Bettenfeld, Dominique Pinon, Eloïse Labro, Eugène Berthier, Fabien Béhar, Fabienne Chaudat, Flora Guiet, Franck Monier, Franck-Olivier Bonnet, Frankie Pain, François Aubineau, François Bercovici, François Viaur, Frédéric Mitterrand, Guillaume Viry, Gérald Weingand, Isabelle Nanty, Isis Peyrade, Jacques Thébault, Jacques Viala, Jamel Debbouze, Jean Darie, Jean Rupert, Jean-Pierre Becker, Jean-Pol Brissart, Jerry Lucas, Jonathan Joss, Julianna Kovacs, Karine Asure, Kevin Dias, Laurent Delpit, Lorella Cravotta, Luc Palun, Mady Malroux, Manoush, Marc Amyot, Marie-Laure Descoureaux, Marion Pressburger, Mathieu Kassovitz, Maurice Bénichou, Michel Robin, Monette Malroux, Myriam Labbé, Patrick Paroux, Paule Daré, Philippe Beautier, Philippe Paimblanc, Raymonde Heudeline, Robert Gendreu, Rufus, Régis Iacono, Serge Merlin, Sophie Tellier, Thierry Arfeuillères, Thierry Gibault, Ticky Holgado, Urbain Cancelier, Valériane de Villeneuve, Valérie Zarrouk, Yolande Moreau",France 3 Cinéma|GmbH|MMC Independent|Tapioca Films|UGC|Victoires Productions,data/posters\1000180.jpg
